C:\R1_New\data\se\skillvoice\voice_archer_atk_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_down_war_f1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_down_war_f2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_down_war_f3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_hit_war_f1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_hit_war_f2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_hit_war_f3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_kback_war_f_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_cast_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_long_shot_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_10.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_11.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_12.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_13.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_7.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_8.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_medium_9.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_10.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_11.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_12.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_13.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_7.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_8.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_atk_short_9.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_dead_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_bunshinnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_bunshinnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_conscript_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_conscript_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_doublepayearn_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_doublepayearn_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_jollyroger_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_jollyroger_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_katonnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_katonnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_looting_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_looting_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_looting_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_mijinnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_mijinnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_mokutonnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_mokutonnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_mordschlag_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_painbarrier_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_phalanx_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_phalanx_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_rotate_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_rotate_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_schiltron_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_schiltron_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_skirmishers_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_skirmishers_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_specialforceformation_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_specialforceformation_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_specialforceformation_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_specialforceformation_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_tercio_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_tercio_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_testudo_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_testudo_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_wedgeformation_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_wedgeformation_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_wingedformation_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_f_wingedformation_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_hit_6.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_kdown_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_kdown_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_kdown_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_kdown_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_kdown_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_bunshinnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_bunshinnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_conscript_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_conscript_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_doublepayearn_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_doublepayearn_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_jollyroger_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_jollyroger_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_katonnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_katonnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_looting_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_looting_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_looting_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_mijinnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_mijinnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_mokutonnojutsu_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_mokutonnojutsu_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_mordschlag_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_painbarrier_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_phalanx_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_phalanx_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_rotate_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_rotate_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_schiltron_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_schiltron_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_skirmishers_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_skirmishers_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_specialforceformation_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_specialforceformation_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_specialforceformation_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_specialforceformation_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_tercio_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_tercio_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_testudo_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_testudo_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_wedgeformation_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_wedgeformation_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_wingedformation_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_war_m_wingedformation_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_alchemisticmissile_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_alchemisticmissile_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_algiz_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_algiz_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_algiz_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_algiz_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_attackground_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_attackground_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_backmasking_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_backmasking_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_bonepointing_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_bonepointing_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_combustion_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_combustion_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_corpsetower_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_corpsetower_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_createshoggoth_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_createshoggoth_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_createshoggoth_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_darktheurge_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_darktheurge_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_desmodus_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_desmodus_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtypole_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtypole_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtywall_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtywall_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtywall_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_dirtywall_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_disinter_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_disinter_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_drainspirit_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_drainspirit_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_earthquake_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_earthquake_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_earthquake_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_electrocute_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_electrocute_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_empowering_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_empowering_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_enchantfire_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_enchantfire_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_enchantice_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_enchantice_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_shot_4.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_energybolt_shot_5.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evilsacrifice_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evilsacrifice_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evocation_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evocation_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evocation_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_evocation_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fireball_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fireball_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firepillar_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firepillar_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firepillar_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firepillar_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firewall_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firewall_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firewall_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_firewall_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_flameground_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_flameground_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_flare_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_flare_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fleshcannon_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fleshcannon_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fleshhoop_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fleshhoop_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_fleshhoop_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_freezingsphere_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_freezingsphere_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_frostcloud_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_frostcloud_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_frostpillar_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_frostpillar_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gathercorpse_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gathercorpse_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gravitypole_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gravitypole_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gust_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gust_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_gust_shot_3.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hagalaz_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hagalaz_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hagalaz_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hagalaz_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hail_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hail_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hail_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hail_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hangmansknot_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hangmansknot_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_haste_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_haste_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hellbreath_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hellbreath_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hold_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_hold_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_iceblast_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_iceblast_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icebolt_cast.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icebolt_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icebolt_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icepike_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icepike_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icewall_cast.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icewall_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_icewall_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_invocation_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_invocation_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_isa_cast_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_isa_cast_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_isa_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_isa_shot_2.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_jointpenalty_shot_1.wav, quality=0, fsound_loop_off
C:\R1_New\data\se\skillvoice\voice_wiz_f_jointpenalty_shot_2.wav, quality=0, fsound_loop_off
