ClassID,Price_Weapon,Price_THWeapon,Price_SHIRT,Price_PANTS,Price_GLOVES,Price_BOOTS,Price_SubWeapon,Price_NECK,Price_RING,RepairPrice_Weapon,RepairPrice_THWeapon,RepairPrice_SHIRT,RepairPrice_PANTS,RepairPrice_GLOVES,RepairPrice_BOOTS,RepairPrice_SubWeapon,RepairPrice_NECK,RepairPrice_RING
502,79418,127068,71476,71476,35738,35738,47650,47650,47650,15883,25412,14294,14294,7147,7147,9529,9529,9529
503,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
504,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
505,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
506,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
507,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
508,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
509,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
510,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
511,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
512,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
513,79563,127300,71606,71606,35803,35803,47737,47737,47737,15912,25459,14320,14320,7160,7160,9547,9547,9547
514,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
515,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
516,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
517,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
518,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
519,79709,127534,71738,71738,35869,35869,47825,47825,47825,15941,25505,14346,14346,7173,7173,9564,9564,9564
520,79854,127766,71868,71868,35934,35934,47912,47912,47912,15970,25552,14373,14373,7186,7186,9582,9582,9582
521,79854,127766,71868,71868,35934,35934,47912,47912,47912,15970,25552,14373,14373,7186,7186,9582,9582,9582
522,79854,127766,71868,71868,35934,35934,47912,47912,47912,15970,25552,14373,14373,7186,7186,9582,9582,9582
523,80000,128000,72000,72000,36000,36000,48000,48000,48000,16000,25600,14400,14400,7200,7200,9600,9600,9600
524,80000,128000,72000,72000,36000,36000,48000,48000,48000,16000,25600,14400,14400,7200,7200,9600,9600,9600
525,80145,128232,72130,72130,36065,36065,48087,48087,48087,16029,25646,14426,14426,7213,7213,9617,9617,9617
526,80145,128232,72130,72130,36065,36065,48087,48087,48087,16029,25646,14426,14426,7213,7213,9617,9617,9617
527,80290,128464,72261,72261,36130,36130,48174,48174,48174,16058,25692,14452,14452,7226,7226,9634,9634,9634
528,80436,128697,72392,72392,36196,36196,48261,48261,48261,16087,25739,14478,14478,7239,7239,9652,9652,9652
529,80727,129163,72654,72654,36327,36327,48436,48436,48436,16145,25832,14530,14530,7265,7265,9687,9687,9687
530,81018,129628,72916,72916,36458,36458,48610,48610,48610,16203,25924,14582,14582,7291,7291,9721,9721,9721
531,81454,130326,73308,73308,36654,36654,48872,48872,48872,16290,26064,14661,14661,7330,7330,9774,9774,9774
532,82181,131489,73962,73962,36981,36981,49308,49308,49308,16436,26297,14792,14792,7396,7396,9861,9861,9861
533,83781,134049,75402,75402,37701,37701,50268,50268,50268,16756,26809,15080,15080,7540,7540,10053,10053,10053
534,88290,141264,79461,79461,39730,39730,52974,52974,52974,17658,28252,15892,15892,7946,7946,10594,10594,10594
535,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
536,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
537,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
538,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
539,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
540,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
541,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
542,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
543,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
544,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
545,88436,141497,79592,79592,39796,39796,53061,53061,53061,17687,28299,15918,15918,7959,7959,10612,10612,10612
546,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
547,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
548,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
549,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
550,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
551,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
552,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
553,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
554,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
555,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
556,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
557,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
558,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
559,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
560,88581,141729,79722,79722,39861,39861,53148,53148,53148,17716,28345,15944,15944,7972,7972,10629,10629,10629
561,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
562,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
563,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
564,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
565,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
566,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
567,88727,141963,79854,79854,39927,39927,53236,53236,53236,17745,28392,15970,15970,7985,7985,10647,10647,10647
568,88872,142195,79984,79984,39992,39992,53323,53323,53323,17774,28438,15996,15996,7998,7998,10664,10664,10664
569,88872,142195,79984,79984,39992,39992,53323,53323,53323,17774,28438,15996,15996,7998,7998,10664,10664,10664
570,88872,142195,79984,79984,39992,39992,53323,53323,53323,17774,28438,15996,15996,7998,7998,10664,10664,10664
571,88872,142195,79984,79984,39992,39992,53323,53323,53323,17774,28438,15996,15996,7998,7998,10664,10664,10664
572,89018,142428,80116,80116,40058,40058,53410,53410,53410,17803,28484,16022,16022,8011,8011,10681,10681,10681
573,89018,142428,80116,80116,40058,40058,53410,53410,53410,17803,28484,16022,16022,8011,8011,10681,10681,10681
574,89163,142660,80246,80246,40123,40123,53497,53497,53497,17832,28531,16048,16048,8024,8024,10699,10699,10699
575,89163,142660,80246,80246,40123,40123,53497,53497,53497,17832,28531,16048,16048,8024,8024,10699,10699,10699
576,89309,142894,80378,80378,40189,40189,53585,53585,53585,17861,28577,16074,16074,8037,8037,10716,10716,10716
577,89454,143126,80508,80508,40254,40254,53672,53672,53672,17890,28624,16101,16101,8050,8050,10734,10734,10734
578,89600,143360,80640,80640,40320,40320,53760,53760,53760,17920,28672,16128,16128,8064,8064,10752,10752,10752
579,89745,143592,80770,80770,40385,40385,53847,53847,53847,17949,28718,16154,16154,8077,8077,10769,10769,10769
580,90036,144057,81032,81032,40516,40516,54021,54021,54021,18007,28811,16206,16206,8103,8103,10804,10804,10804
581,90618,144988,81556,81556,40778,40778,54370,54370,54370,18123,28996,16310,16310,8155,8155,10873,10873,10873
582,91345,146152,82210,82210,41105,41105,54807,54807,54807,18269,29230,16442,16442,8221,8221,10961,10961,10961
583,92800,148480,83520,83520,41760,41760,55680,55680,55680,18560,29696,16704,16704,8352,8352,11136,11136,11136
584,97454,155926,87708,87708,43854,43854,58472,58472,58472,19490,31184,17541,17541,8770,8770,11694,11694,11694
